"date","d_gdp"
2009-12-31,0.0380318517045453
2010-03-31,0.644886099189179
2010-06-30,8.6344997621584
2010-09-30,2.78236523654982
2010-12-31,1.45653324342945
2011-03-31,5.95222238045743
2011-06-30,0.476605161560428
2011-09-30,2.00702879679184
2011-12-31,-0.728133449447199
2012-03-31,2.03544282919594
2012-06-30,1.08137400275403
2012-09-30,0.934831886173626
2012-12-31,-2.37710045883262
2013-03-31,0.253061601825166
2013-06-30,2.87538303504427
2013-09-30,1.28720947768031
2013-12-31,1.5320911261675
2014-03-31,3.25838529251889
2014-06-30,-0.644031014727275
2014-09-30,0.264863084927214
2014-12-31,2.78904361844141
2015-03-31,1.08772161358957
2015-06-30,1.75071285667521
2015-09-30,1.26171363541197
2015-12-31,1.07332935093361
2016-03-31,2.65243189637552
2016-06-30,1.64166403084387
2016-09-30,0.763810188897551
2016-12-31,1.70405877481912
2017-03-31,2.41627205462507
2017-06-30,2.4582575701185
2017-09-30,3.28319216713169
2017-12-31,2.42052920171218
2018-03-31,1.18735900002029
2018-06-30,1.80227321624642
2018-09-30,-0.796157936677844
2018-12-31,0.0692880653041072
